modname:forgemultipartcbe

patch:id=patch0,Ox=0.132891,Oy=1.003906,Oz=0.593672,Ux=0.195313,Uy=1.003906,Uz=0.593672,Vx=0.132891,Vy=1.003906,Vz=0.562500,Umin=0.375000,Umax=0.375000,Vmin=0.562500,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.562500,visibility=top
patch:id=patch34,Ox=0.632813,Oy=1.003906,Oz=1.421875,Ux=0.632813,Uy=1.003906,Uz=1.413984,Vx=0.570391,Vy=1.003906,Vz=1.421875,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch35,Ox=0.570391,Oy=1.003906,Oz=1.421875,Ux=0.570391,Uy=1.003906,Uz=1.375000,Vx=0.562500,Vy=1.003906,Vz=1.421875,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch36,Ox=0.007891,Oy=1.003906,Oz=0.359375,Ux=0.007891,Uy=1.003906,Uz=0.983119,Vx=1.006643,Vy=1.003906,Vz=0.359375,Umin=0.125000,Umax=0.187500,Vmin=0.500000,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.500000,visibility=top
patch:id=patch37,Ox=0.632813,Oy=1.003906,Oz=1.468750,Ux=0.632813,Uy=1.003906,Uz=1.460859,Vx=0.570391,Vy=1.003906,Vz=1.468750,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch38,Ox=0.570391,Oy=1.003906,Oz=1.468750,Ux=0.570391,Uy=1.003906,Uz=1.421875,Vx=0.562500,Vy=1.003906,Vz=1.468750,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch39,Ox=0.257891,Oy=1.003906,Oz=1.054609,Ux=0.320313,Uy=1.003906,Uz=1.054609,Vx=0.257891,Vy=1.003906,Vz=1.031250,Umin=0.250000,Umax=0.250000,Vmin=0.500000,Vmax=0.500000,VmaxAtUMax=0.500000,VminAtUMax=0.500000,visibility=top
patch:id=patch40,Ox=0.632813,Oy=1.003906,Oz=1.500000,Ux=0.632813,Uy=1.003906,Uz=1.492109,Vx=0.570391,Vy=1.003906,Vz=1.500000,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch41,Ox=0.570391,Oy=1.003906,Oz=1.500000,Ux=0.570391,Uy=1.003906,Uz=1.468750,Vx=0.562500,Vy=1.003906,Vz=1.500000,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch42,Ox=-0.054609,Oy=1.003906,Oz=0.375000,Ux=-0.054609,Uy=1.003906,Uz=0.998744,Vx=0.944143,Vy=1.003906,Vz=0.375000,Umin=0.187500,Umax=0.250000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch43,Ox=0.632813,Oy=1.003906,Oz=1.546875,Ux=0.632813,Uy=1.003906,Uz=1.538984,Vx=0.570391,Vy=1.003906,Vz=1.546875,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch44,Ox=0.570391,Oy=1.003906,Oz=1.546875,Ux=0.570391,Uy=1.003906,Uz=1.500000,Vx=0.562500,Vy=1.003906,Vz=1.546875,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch45,Ox=-0.054609,Oy=1.003906,Oz=0.484375,Ux=-0.054609,Uy=1.003906,Uz=1.108119,Vx=0.944143,Vy=1.003906,Vz=0.484375,Umin=0.125000,Umax=0.187500,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch46,Ox=0.632813,Oy=1.003906,Oz=1.593750,Ux=0.632813,Uy=1.003906,Uz=1.585859,Vx=0.570391,Vy=1.003906,Vz=1.593750,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch47,Ox=0.570391,Oy=1.003906,Oz=1.593750,Ux=0.570391,Uy=1.003906,Uz=1.546875,Vx=0.562500,Vy=1.003906,Vz=1.593750,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch48,Ox=-0.054609,Oy=1.003906,Oz=0.343750,Ux=-0.054609,Uy=1.003906,Uz=0.967494,Vx=0.944143,Vy=1.003906,Vz=0.343750,Umin=0.312500,Umax=0.375000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch49,Ox=0.632813,Oy=1.003906,Oz=1.640625,Ux=0.632813,Uy=1.003906,Uz=1.632734,Vx=0.570391,Vy=1.003906,Vz=1.640625,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch50,Ox=0.570391,Oy=1.003906,Oz=1.640625,Ux=0.570391,Uy=1.003906,Uz=1.593750,Vx=0.562500,Vy=1.003906,Vz=1.640625,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch51,Ox=-0.117109,Oy=1.003906,Oz=1.460859,Ux=-0.054687,Uy=1.003906,Uz=1.460859,Vx=-0.117109,Vy=1.003906,Vz=1.453125,Umin=0.625000,Umax=0.625000,Vmin=0.750000,Vmax=0.750000,VmaxAtUMax=0.750000,VminAtUMax=0.750000,visibility=top
patch:id=patch52,Ox=0.632813,Oy=1.003906,Oz=1.656250,Ux=0.632813,Uy=1.003906,Uz=1.648359,Vx=0.570391,Vy=1.003906,Vz=1.656250,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch53,Ox=0.570391,Oy=1.003906,Oz=1.656250,Ux=0.570391,Uy=1.003906,Uz=1.640625,Vx=0.562500,Vy=1.003906,Vz=1.656250,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch54,Ox=-0.054609,Oy=1.003906,Oz=-0.093750,Ux=-0.054609,Uy=1.003906,Uz=0.529994,Vx=0.944143,Vy=1.003906,Vz=-0.093750,Umin=0.812500,Umax=0.875000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch55,Ox=0.632813,Oy=1.003906,Oz=1.703125,Ux=0.632813,Uy=1.003906,Uz=1.695234,Vx=0.570391,Vy=1.003906,Vz=1.703125,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch56,Ox=0.570391,Oy=1.003906,Oz=1.703125,Ux=0.570391,Uy=1.003906,Uz=1.656250,Vx=0.562500,Vy=1.003906,Vz=1.703125,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch57,Ox=0.007891,Oy=1.003906,Oz=0.453125,Ux=0.007891,Uy=1.003906,Uz=1.076869,Vx=1.006643,Vy=1.003906,Vz=0.453125,Umin=0.312500,Umax=0.375000,Vmin=0.500000,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.500000,visibility=top
patch:id=patch58,Ox=0.632813,Oy=1.003906,Oz=1.750000,Ux=0.632813,Uy=1.003906,Uz=1.742109,Vx=0.570391,Vy=1.003906,Vz=1.750000,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch59,Ox=0.570391,Oy=1.003906,Oz=1.750000,Ux=0.570391,Uy=1.003906,Uz=1.703125,Vx=0.562500,Vy=1.003906,Vz=1.750000,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch60,Ox=-0.242109,Oy=1.003906,Oz=1.390547,Ux=-0.179687,Uy=1.003906,Uz=1.390547,Vx=-0.242109,Vy=1.003906,Vz=1.375000,Umin=0.750000,Umax=0.750000,Vmin=0.562500,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.562500,visibility=top
patch:id=patch61,Ox=0.632813,Oy=1.003906,Oz=1.773438,Ux=0.632813,Uy=1.003906,Uz=1.765547,Vx=0.570391,Vy=1.003906,Vz=1.773438,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch62,Ox=0.570391,Oy=1.003906,Oz=1.773438,Ux=0.570391,Uy=1.003906,Uz=1.750000,Vx=0.562500,Vy=1.003906,Vz=1.773438,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch63,Ox=0.257891,Oy=1.003906,Oz=1.359297,Ux=0.320313,Uy=1.003906,Uz=1.359297,Vx=0.257891,Vy=1.003906,Vz=1.335938,Umin=0.250000,Umax=0.250000,Vmin=0.500000,Vmax=0.500000,VmaxAtUMax=0.500000,VminAtUMax=0.500000,visibility=top
patch:id=patch64,Ox=0.632813,Oy=1.003906,Oz=1.804688,Ux=0.632813,Uy=1.003906,Uz=1.796797,Vx=0.570391,Vy=1.003906,Vz=1.804688,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch65,Ox=0.570391,Oy=1.003906,Oz=1.804688,Ux=0.570391,Uy=1.003906,Uz=1.773438,Vx=0.562500,Vy=1.003906,Vz=1.804688,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch66,Ox=-0.054609,Oy=1.003906,Oz=1.437422,Ux=0.007813,Uy=1.003906,Uz=1.437422,Vx=-0.054609,Vy=1.003906,Vz=1.429688,Umin=0.562500,Umax=0.562500,Vmin=0.562500,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.562500,visibility=top
patch:id=patch67,Ox=0.632813,Oy=1.003906,Oz=1.820313,Ux=0.632813,Uy=1.003906,Uz=1.812422,Vx=0.570391,Vy=1.003906,Vz=1.820313,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch68,Ox=0.570391,Oy=1.003906,Oz=1.820313,Ux=0.570391,Uy=1.003906,Uz=1.804688,Vx=0.562500,Vy=1.003906,Vz=1.820313,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch69,Ox=0.007891,Oy=1.003906,Oz=0.882813,Ux=0.007891,Uy=1.003906,Uz=1.506557,Vx=1.006643,Vy=1.003906,Vz=0.882813,Umin=0.000000,Umax=0.062500,Vmin=0.500000,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.500000,visibility=top
patch:id=patch70,Ox=0.632813,Oy=1.003906,Oz=1.867188,Ux=0.632813,Uy=1.003906,Uz=1.859297,Vx=0.570391,Vy=1.003906,Vz=1.867188,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch71,Ox=0.570391,Oy=1.003906,Oz=1.867188,Ux=0.570391,Uy=1.003906,Uz=1.820313,Vx=0.562500,Vy=1.003906,Vz=1.867188,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch72,Ox=-0.054609,Oy=1.003906,Oz=0.867188,Ux=-0.054609,Uy=1.003906,Uz=1.490932,Vx=0.944143,Vy=1.003906,Vz=0.867188,Umin=0.062500,Umax=0.125000,Vmin=0.562500,Vmax=0.625000,VmaxAtUMax=0.625000,VminAtUMax=0.562500,visibility=top
patch:id=patch73,Ox=0.632813,Oy=1.003906,Oz=1.914063,Ux=0.632813,Uy=1.003906,Uz=1.906172,Vx=0.570391,Vy=1.003906,Vz=1.914063,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch74,Ox=0.570391,Oy=1.003906,Oz=1.914063,Ux=0.570391,Uy=1.003906,Uz=1.867188,Vx=0.562500,Vy=1.003906,Vz=1.914063,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch75,Ox=-0.062422,Oy=1.003906,Oz=-0.125000,Ux=-0.062422,Uy=1.003906,Uz=0.498744,Vx=0.936330,Vy=1.003906,Vz=-0.125000,Umin=0.125000,Umax=0.187500,Vmin=0.500000,Vmax=0.562500,VmaxAtUMax=0.562500,VminAtUMax=0.500000,visibility=top
patch:id=patch76,Ox=0.562500,Oy=1.003906,Oz=0.984375,Ux=0.562500,Uy=1.003906,Uz=0.976484,Vx=0.500078,Vy=1.003906,Vz=0.984375,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch77,Ox=0.500078,Oy=1.003906,Oz=0.984375,Ux=0.500078,Uy=1.003906,Uz=0.937500,Vx=0.492188,Vy=1.003906,Vz=0.984375,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch78,Ox=0.187578,Oy=1.003906,Oz=0.570234,Ux=0.250000,Uy=1.003906,Uz=0.570234,Vx=0.187578,Vy=1.003906,Vz=0.546875,Umin=0.250000,Umax=0.250000,Vmin=0.500000,Vmax=0.500000,VmaxAtUMax=0.500000,VminAtUMax=0.500000,visibility=top
patch:id=patch79,Ox=0.562500,Oy=1.003906,Oz=1.015625,Ux=0.562500,Uy=1.003906,Uz=1.007734,Vx=0.500078,Vy=1.003906,Vz=1.015625,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch80,Ox=0.500078,Oy=1.003906,Oz=1.015625,Ux=0.500078,Uy=1.003906,Uz=0.984375,Vx=0.492188,Vy=1.003906,Vz=1.015625,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch81,Ox=-0.187422,Oy=1.003906,Oz=-0.859375,Ux=-0.187422,Uy=1.003906,Uz=-0.235631,Vx=0.811330,Vy=1.003906,Vz=-0.859375,Umin=0.937500,Umax=1.000000,Vmin=0.625000,Vmax=0.687500,VmaxAtUMax=0.687500,VminAtUMax=0.625000,visibility=top
patch:id=patch82,Ox=0.562500,Oy=1.003906,Oz=1.062500,Ux=0.562500,Uy=1.003906,Uz=1.054609,Vx=0.500078,Vy=1.003906,Vz=1.062500,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
patch:id=patch83,Ox=0.500078,Oy=1.003906,Oz=1.062500,Ux=0.500078,Uy=1.003906,Uz=1.015625,Vx=0.492188,Vy=1.003906,Vz=1.062500,Umin=0.937500,Umax=0.937500,Vmin=0.062500,Vmax=0.062500,VmaxAtUMax=0.062500,VminAtUMax=0.062500,visibility=top
